,Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong
2373,pengguna ava gue dan gue aduh,0,1,0,0,0,0,0,0,0,0,0,0
2374,pengguna konferensi tingkat tinggi ulama cendekiawan muslim dunia bahas moderat islam,0,0,0,0,0,0,0,0,0,0,0,0
2375,warga pemutaran tolak berita hoaks dan dukung pilihan kepala daerah damai,0,0,0,0,0,0,0,0,0,0,0,0
2376,pengguna waktu nya,0,1,0,0,0,0,0,0,0,0,0,0
2377,salam sejahtera bagi saudara kristen katolik ku dimana saja saya happy sekali,0,0,0,0,0,0,0,0,0,0,0,0
2378,federation of international football association siasat isu suara aksi prancis rusia uniform resource locator uniform resource locator via sinar online,0,0,0,0,0,0,0,0,0,0,0,0
2379,pengguna pengguna padahal semua jaringan hidup ya pasti punya potensi jadi habitat cacinglah sapi manusia pun,0,0,0,0,0,0,0,0,0,0,0,0
2380,rt pengguna kata pengguna bantuan ke rohingya adalah pencitraan terus memang bisa penderitaan warga rohingya dibantu pakai demo,1,0,1,0,0,0,0,0,1,1,0,0
2381,ahok cari cari celah untuk serang para saksi drama ahok dikriminalisasi penjarakan ahok,1,0,1,0,0,0,0,0,1,0,0,1
2382,ditangkap karena narkoba kaget kalau ditangkap karena ada hubung dengan saracen kaget tidak anies sandi,1,0,1,0,0,0,0,0,1,1,0,0
2383,pengguna mudahan presiden 2019 membawa indonesia diposisi yang bagus kisi dan misi 10,0,0,0,0,0,0,0,0,0,0,0,0
2384,pengguna maling maling negara karma hampiri kalian,1,1,0,1,0,0,0,0,1,0,1,0
2385,pengguna pengguna asal jangan cuma galak ke akun akun anti sementara terhadap akun akun penyebar fitnah amp kebencian yang pro belaga tidak lihat itu sih sama saja bo ong semoga twitter lebih profesional daripada media sosial media sosial yang lain,0,0,0,0,0,0,0,0,0,0,0,0
2386,kerja tulus diktator jokowi tukang mungkir janji yang meludahi mayat korban genosida tahun 1965 1966 dan pembantaian lainnya,1,0,1,0,0,0,0,0,1,1,0,0
2387,bantu ekonomi sesama sendiri fair dan square,0,0,0,0,0,0,0,0,0,0,0,0
2388,mewah dampingi gubernur organization development hadiri acara puncak festival paskah gfg 2018,0,0,0,0,0,0,0,0,0,0,0,0
2389,mengocok enak kali ya,0,1,0,0,0,0,0,0,0,0,0,0
2390,pengguna sejak bila hg partai komunis indonesia hitam,0,0,0,0,0,0,0,0,0,0,0,0
2391,ini lo mengkritik yang diinginkan pak pengguna yaitu kritik tetapi memberi solusi surat pemberitahuan tahunan pengguna lah pengguna juga contoh pemimpin yang benar dikritik malah bilang terima kasih kalau pemimpin kayak mereka semua pasti indonesia beres pengguna pengguna pengguna,0,0,0,0,0,0,0,0,0,0,0,0
2392,pengguna good job mr gubernur daerah khusus ibukota,0,0,0,0,0,0,0,0,0,0,0,0
2393,pengguna tidak suka sama orang yang play victim,1,1,0,1,0,0,0,0,1,0,1,0
2394,akankah partai bulan bintang akan semakin menguat posisinya pada pemilihan umum 2019,0,0,0,0,0,0,0,0,0,0,0,0
2395,kakek nenek aku kristen keduanya jadi mualaf setelah 2 anak dari total 11 anak 2 anaknya tidak ikut pindah islam menurut mamaku sih mungkin kakek waktu itu pikir biarkan lah dia menemukan islam sendiri 1 anak yang lahir muslim masuk kristen setelah menik,0,0,0,0,0,0,0,0,0,0,0,0
2396,pengguna kalau gue bakal mengamuk amp tidak kayak begini responnya,0,1,0,0,0,0,0,0,0,0,0,0
2397,pengguna pengguna pengguna saya tidak melanjutkan ini sebab sudah terlihat sekali ucapan yang akan membabi semoga allah memberikan hidayah supaya hatinya terbuka dan menjadi manusia yang beriman serta mengimani allah subhanahu wa ta ala si,0,0,0,0,0,0,0,0,0,0,0,0
2398,rt pengguna pengguna benar banget jasa dia memang luar biasa untuk kemenangan anies sandi pengguna pengguna,1,0,1,0,0,0,0,0,1,1,0,0
2399,presiden jokowi apresiasi model kerja sama bisnis dalam proyek bandara internasional jawa barat kertajati,0,0,0,0,0,0,0,0,0,0,0,0
2400,pengguna gara gara yang buat orang atau yahudi atau bagaimana coba saja mereka pakai handphone apa sih memangnya aduh nanti lama lama carrefour berubah nama jadi indomaret saja,0,0,0,0,0,0,0,0,0,0,0,0
2401,dengan rasa ikan gurih dengan harga marah bisa didapatkan di sini lo kunjungi pempek palembang jalan wr supratman senggol budaya tohpati,0,0,0,0,0,0,0,0,0,0,0,0
2402,sih ahok memang tidak becus kerja pencitraan melulu itu sih ahok uniform resource locator,1,1,1,0,0,0,0,0,1,1,0,0
2403,pengguna pengguna kalau mau jadi katolik aku bisa bantu mas,0,0,0,0,0,0,0,0,0,0,0,0
2404,atas dasar itulah dewan perwakilan rakyat diminta segera rampungkan revisi undang undang terorisme untuk melindungi segenap bangsa indonesia dari serangan keji teroris polemik pemberantasan terorisme,0,0,0,0,0,0,0,0,0,0,0,0
2405,muka kamu tampang kelakuan sinkron,1,1,1,0,0,0,1,0,0,1,0,0
2406,pengguna gue dong,0,1,0,0,0,0,0,0,0,0,0,0
2407,suka suka guelah mau menulis halu kayak kayak kayak sedeng kayak delusi kayak yang penting gue bukan anak rupiah tidak malu memalukan citra idol,0,1,0,0,0,0,0,0,0,0,0,0
2408,saat beli tiket mungkin kamu akan menemukan seorang tionghoa empat puluhan tahun atau mbak mbak gemuk yang suka menyerobot antrean,0,0,0,0,0,0,0,0,0,0,0,0
2409,pengguna pengguna tertawa wkwk,0,1,0,0,0,0,0,0,0,0,0,0
2410,juni 2013 dir international monetary fund rilis laporan yang menyatakan kegagalan kebijakan austerity di yunani kepercayaan pasar tidak pulih sistem perbankan kehilangan 30 simpanan amp dampak resesi lebih dalam lagi dengan angka pengangguran meroket sebelumnya argentina juga gagal,0,0,0,0,0,0,0,0,0,0,0,0
2411,pengguna kepeluk dari belakang senyum mau apa hem rasakan jarinya masuk mainkan mhh elusi tangannya,0,1,0,0,0,0,0,0,0,0,0,0
2412,tidak tahu malu ya gunakan uang rakyat untuk menyuap rakyat demi elektabilitas 2019 ganti presiden,1,0,1,0,0,0,0,0,1,1,0,0
2413,tanpa budaya yang bermoral manusia tidak akan selamat,0,0,0,0,0,0,0,0,0,0,0,0
2414,pengguna pengguna pengguna subhanallah semoga jokowi berpasangan dengan cak imin duet presiden dan wakil presiden yang akan membawa indonesia ke arah kemajuan dan keberadaban,0,0,0,0,0,0,0,0,0,0,0,0
2415,pengguna pengguna prestasi ditingkat yunior saja kalian sudah pada heboh luar biasa kalian lupakan orang orang kristen yang juara dunia dan jadi legenda kayak elly pical nico thomas dan chris john shaloom,0,0,0,0,0,0,0,0,0,0,0,0
2416,jokowi harus segera di lengserkan dan di ganti oleh ahmad heryawan jangan menyolot saya hanya beri contoh kamu,1,1,1,0,0,0,0,0,1,0,0,1
2417,bagian dari melestarikan biadab islam melestarikan dukungan terhadap teroris islam,1,1,0,1,1,0,0,0,0,0,1,0
2418,wah kasihan relawan komisaris bisa minder ketemu bos orang bule wkwk,0,0,0,0,0,0,0,0,0,0,0,0
2419,berita ini sudah anda twit tanggal 18 pak lukman yang ditunggu rakyat penjelasan anda tentang indonesia baru tanpa islam,1,0,0,1,1,0,0,0,0,0,1,0
2420,ulama itu punya bashirah untuk melihat yang maslahah bagi umat cerita nabi khidir dengan nabi musa bisa jadi pelajaran untuk kehidupan yang menatap ke depan meskipun keputusannya saat itu terasa menyalahi keyakinan,0,0,0,0,0,0,0,0,0,0,0,0
2421,guru besar fakultas ilmu sosial dan politik fakultas ilmu sosial dan ilmu politik universitas padjadjaran profesor obsatar sinaga memberikan pandangannya terhadap program yang diusung oleh pasangan calon gubernur dan wakil gubernur jawa barat nomor urut 2 hasanah kita hasanah hasanah,0,0,0,0,0,0,0,0,0,0,0,0
2422,pengguna pengguna tidak sambil nyabu kan itu ya,1,0,1,0,0,0,0,0,1,1,0,0
2423,kalau bukan negara beragama ya hapus sila pertama pancasila memangnya kristen buddha hindu islam dan lain lain,0,0,0,0,0,0,0,0,0,0,0,0
2424,pengguna jokowi itu baik menipu nya itu yang jelek semoga 2019 ganti presiden amin ya allah,1,0,1,0,0,0,0,0,1,1,0,0
2425,pengguna pengguna pengguna siapa nya,0,0,0,0,0,0,0,0,0,0,0,0
2426,grafiknya di posisi papa meminta saham dan bubarkan komisi pemberantasan korupsi uniform resource locator,1,0,0,1,0,0,0,0,1,0,0,1
2427,pengguna pamor rk jadi seakan tak ada artinya jika partai politik pengusungnya pendukung penista agama,1,0,0,1,1,0,0,0,0,0,1,0
2428,pengguna ini namanya pahlawan kemalaman saran sebelum buat laporan coba tanyakan apa agama sih abu janda ini 2019 ganti presiden,1,0,1,0,1,0,0,0,0,1,0,0
2429,pengguna pengguna cape gue belajar terus bentar gue nak wkwk kunci motor yang mana padahal motor kamu mau greenteaaaaa pocky green tea pejuh green tea i love kamu biar yang lain meninggalkan gue asal jangan kamu apa sih cerita nya itu gue mute saja,0,1,0,0,0,0,0,0,0,0,0,0
2430,pengguna di indonesia bukannya kalau timnas main saudara saudara kristen amp non kristen juga tidak berdoa sih ya,0,0,0,0,0,0,0,0,0,0,0,0
2431,acara televisi yang menemani malam minggu,0,0,0,0,0,0,0,0,0,0,0,0
2432,rlp di sini banyak yeoja yang friends with benefit rl amp foreplay cuma memberi,0,1,0,0,0,0,0,0,0,0,0,0
2433,dia tidak hebat pengikutnya saja yang bin uniform resource locator,1,1,0,1,0,0,1,0,0,0,1,0
2434,pengguna pengguna digoreng itu bukan bid ah tapi uslub sama halnya dulu berhaji naik kalau naik pesawat bid ah jangan salah paham dong,0,0,0,0,0,0,0,0,0,0,0,0
2435,kamu silvy debat final pemilihan kepala daerah jakarta,1,1,1,0,0,0,0,0,1,1,0,0
2436,pengguna ih,1,1,1,0,0,0,0,1,0,1,0,0
2437,pengacara rizieq bisa saja belum pulang sampai jokowi di lengserkan makar tak lagi presiden baru pulang pakai daster lagi,1,0,1,0,0,0,0,0,1,1,0,0
2438,sial saya harus hidup di jaman dimana orang yang mengumbar kenakalannya dikagumi oleh remaja remaja,1,1,1,0,0,0,0,0,1,1,0,0
2439,tidak peduli apakah kucing itu berwarna hitam atau putih yang penting bisa menangkap tikus deng xiaoping 1904 1997 pemimpin partai cina,0,0,0,0,0,0,0,0,0,0,0,0
2440,aku sudah delete itu post baru para itu online,0,1,0,0,0,0,0,0,0,0,0,0
2441,kalau banyak di dunia ya habis deh manusia uniform resource locator,0,0,0,0,0,0,0,0,0,0,0,0
2442,pengguna layanan garansi atau kebijakan pengembalian barang atau menukarkan barang kepada konsumen apabila barang yang dibeli rusak atau produksi secara gratis kepada gerai hauz berlaku 7 hari dari pembelian dengan disertai struk belanja hauz,0,0,0,0,0,0,0,0,0,0,0,0
2443,sama ulasan ekonomi harian rabu 18 april 2018 reksadana reksadana sam riset harian berita ekonomi makroekonomi market update samual aset manajemen,0,0,0,0,0,0,0,0,0,0,0,0
2444,pengguna pengguna pengguna iya semua mulai dari ta yang disebarkan ahok makanya macam kamu makin subur,1,1,1,0,0,0,0,0,1,1,0,0
2445,pantasnya jadi r1 nih gubernur indonesia cc cep john pengguna,0,0,0,0,0,0,0,0,0,0,0,0
2446,rt pengguna tidak ingat kapan terakhir kali mimpi indah realita kayak mimpi masa juga,0,1,0,0,0,0,0,0,0,0,0,0
2447,kita bukan takut kita cuma mau ganyang partai komunis indonesia bahaya kalau embrio iblisnya berkembang biak,1,0,0,1,0,1,0,0,0,0,0,1
2448,sih makin tidak jelas lama lama twitnya menggenapkan generalisasi kaumnya tanpa mutu seperti yang sudah terlihat dua tahun terakhir di sini,1,1,1,0,0,0,1,0,0,1,0,0
2449,pengguna harga yahudi,0,0,0,0,0,0,0,0,0,0,0,0
2450,rt pengguna haha kelojotan menjelang 30 september kecebong adalah anak partai komunis indonesia,1,1,0,1,0,1,0,0,0,0,1,0
2451,pengguna politik butuh orang beragama tapi bukan agama dipolotikan kayak kamu jul eh koh eh tad,0,0,0,0,0,0,0,0,0,0,0,0
2452,rt pengguna kesal banget wa lihat yang terlalu parnoan terus bikin video viral ternyata dugaannya justru yang keliru tipikal yang kalau menyebar h,0,0,0,0,0,0,0,0,0,0,0,0
2453,pengguna kalau nu cabang kristen bagaimana,1,0,1,0,1,0,0,0,0,1,0,0
2454,pengguna jokowi bukan orang,0,0,0,0,0,0,0,0,0,0,0,0
2455,pengguna mana mengerti wkwk,1,1,0,1,0,0,0,0,1,0,1,0
2456,lagi jalan jalan ke provides technology solutions ayah ada pameran ayo aku ayo pameran apa ayah pameran buddha buddha begitu aku dalam hati hmmm kalau ayah adalah masih cocok cocok saja kesana mukanya masih ada cina cinanya,0,0,0,0,0,0,0,0,0,0,0,0
2457,heboh anies bertemu erdogan warganet gubernur rasa presiden tidak plonga plongo mengobrolnya menyambung tidak plonga plongo pemimpin muslim ya begini komen warganet,0,0,0,0,0,0,0,0,0,0,0,0
2458,pengguna pengguna pengguna ini orang,1,1,1,0,0,0,0,0,1,1,0,0
2459,jiwa semuda itu jangan dilukai dengan penderitaan tak perlu sekalipun ayahnya sendiri dia hendaknya tetap mencintai aku dan memandang aku sebagai ayahnya yang mencintainya tanpa melalui suara dan pandang orang lain pramoedya ananta toer,0,0,0,0,0,0,0,0,0,0,0,0
2460,pas olivia nongol lucu banget shuuush oke,0,1,0,0,0,0,0,0,0,0,0,0
2461,rt pengguna imam rapatkan saf luruskan saf senior panggil junior masuk junior buat senior uniform resource locator,0,1,0,0,0,0,0,0,0,0,0,0
2462,pengguna pengguna pengguna pengguna pengguna pengguna pengguna percuma jika ujung ujungnya yang keluar hanyalah cocokologi yang dipaksakan untuk membenarkan kalimat pengguna yang kentara jelas penghinaan pada kitab suci agama manapun tak aku,0,0,0,0,0,0,0,0,0,0,0,0
2463,paham betul betul maksud menegakkan agama allah dengan berjihad sepenuhnya,0,0,0,0,0,0,0,0,0,0,0,0
2464,muslim rohingya berusia 80 tahun ini harus lari dari persekusi teroris buddha,1,0,0,1,1,0,0,0,0,0,1,0
2465,gerombolan yang bergabung di partai indonesia psi mayoritas pendukung penista islam ahok laknatullah uniform resource locator,1,1,0,1,0,0,0,0,1,0,1,0
2466,pengguna namanya juga jungkir balik tidak malu lagi ingin 2 periode sori ya saya adalah memilih 2019 ganti presiden,1,0,1,0,0,0,0,0,1,1,0,0
2467,saatnya di lengserkan lengserkan jokowi,1,0,1,0,0,0,0,0,1,0,0,1
2468,pengguna intinya prabowo dan amin berprasangka yang tidak berdasar itu karena ingin menjegal partai demokrasi indonesia perjuangan tidak berkuasa lagi di 2019,1,0,0,1,0,0,0,0,1,0,1,0
2469,26 sabtu kemarin polisi memilih hentikan diskusi sesuai dugaan pengguna serang jokowi dengan isu pemerintah represif otoriter,1,0,1,0,0,0,0,0,1,1,0,0
2470,pengguna iya sayangkuuu,0,0,0,0,0,0,0,0,0,0,0,0
2471,pengguna gue bahasa artinya sangat lelah itu apaan min,0,0,0,0,0,0,0,0,0,0,0,0
2472,sempat putus terus aku masih belum berani approach dan menunggu lagi pas sudah berani eh sih balikan ya sudah lah ya menunggu lagi,0,1,0,0,0,0,0,0,0,0,0,0
2473,pengguna trua kalau masalah tanah memang itu tanah palestina tananya nenek moyang kaum yahudi tetapi waktu dulu yahudi pindah ke negara eropa besar besaran nah masuklah palestina menetap di situ dan lama lama mayoritas palestina lalu pas kepemimpinan hitler mulailah hitler,0,0,0,0,0,0,0,0,0,0,0,0
2474,pengguna pengguna pengguna kak pengguna paham kristen dan buddha mendalami kedua agama tadi kok yakin betul dengan kesimpulan tidak ada kristen nusantara dan tidak ada buddha nusantara,0,0,0,0,0,0,0,0,0,0,0,0
2475,pengguna pengguna oleh oleh makkah nya mana,0,0,0,0,0,0,0,0,0,0,0,0
2476,bagaimana jika kepala kepolisian republik indonesia pensiun dini saja ketimbang tidak punya ketegasan memimpin kepolisian republik indonesia yang pada akhirnya aduan surat pemberitahuan tahunan ini jadi korban terabaikan,1,0,1,0,0,0,0,0,1,1,0,0
2477,usir saja nih cina satu ki pamungkas di bui gara gara anti cina lah ini cina sudah menumpang di negeri ini malah uniform resource locator,1,0,1,0,0,1,0,0,0,0,0,1
2478,uniform resource locator lt cewek bugil meminta dibelai foto memek bugil,0,1,0,0,0,0,0,0,0,0,0,0
2479,indonesia akan jadi tuan rumah konferensi tingkat tinggi ulama dunia pertama konferensi tingkat tinggi ulama dunia islam moderat islam indonesia islam moderat,0,0,0,0,0,0,0,0,0,0,0,0
2480,pengguna bu guru ternyata begitu,1,1,1,0,0,0,0,0,1,1,0,0
2481,konsep moderat islam bisa menjadi ciri dan identitas umat islam di indonesia negara kesatuan republik indonesia jaga negara kesatuan republik indonesia pancasila indonesia satu konferensi tingkat tinggi ulama 2018 kerukunan umat konferensi tingkat tinggi islam wasatiyyah kita orang cinta jokowi jokowi sayangi papua jokowi blusukan papua indahnya kebersamaan,0,0,0,0,0,0,0,0,0,0,0,0
2482,kalau kata anak rupiah jaman 2012 adalah jomlo jablay kebelet pacaran jomlo kebelet pacaran,0,1,0,0,0,0,0,0,0,0,0,0
2483,kesal army kepalanya gede gede benar uniform resource locator,0,1,0,0,0,0,0,0,0,0,0,0
2484,pengguna insyaallah jika kita dapat boikot safiey ilias tempiasnya akan kena pada si yang lain,0,0,0,0,0,0,0,0,0,0,0,0
2485,tidak perlu biarkan jokowi melindungi ahok tahun 2019 kita lengserkan jokowi itu baru mantap,1,0,1,0,0,0,0,0,1,0,0,1
2486,pengguna ayo ingin diisi juga,0,1,0,0,0,0,0,0,0,0,0,0
2487,pengguna pengguna pengguna pengguna setuju memang partai keadilan sejahtera bukan partai komunis indonesia cara cara partai komunis indonesia ini persis seperti cara cara partai keadilan sejahtera menggaet golongan akar rumput dengan isu isu agama maka dari itu partai keadilan sejahtera disebut sebagai partai syariat,1,0,0,1,1,1,0,0,0,0,1,0
2488,pengguna koar koar nya gerakan umat eh ngebacotnya dukungan politik dasar cabul otak 212 se monas,1,1,0,1,1,0,0,1,0,0,1,0
2489,pengguna aku nayeon bukan bolot,0,0,0,0,0,0,0,0,0,0,0,0
2490,rt pengguna ironinya banyak bisnis dengan mega triliunan profit namun dulu pendirinya sama sekali enggak punya mimpi kesana contohny,0,0,0,0,0,0,0,0,0,0,0,0
2491,jom,1,1,1,0,0,0,0,0,1,1,0,0
2492,pengguna pengguna sejelek jeleknya jokowi jika di sandingkan dengan prabowo masih jauh dari jejaknya saja rakyat sudah tau mungkin jika bukan prabowo masih bisa di pertimbangkan untuk tidak memilih jokowi hem mata boleh mas tetapi jika hati yang sudah di butakan oleh p,0,0,0,0,0,0,0,0,0,0,0,0
2493,20 tahun reformasi kenyataanya orang susah mempertemukan demokrasi dan kesejahteraan kita lupa ide ini berhubungan dengan sistem lain yaitu sistem ekonomi pasar bebas tak heran selama 20 tahun ini kita masih mencari titik temu antara negara pasar,0,0,0,0,0,0,0,0,0,0,0,0
2494,pengguna itu yang mencaci ulama siapa memang nya kalau bukan orang dan pakai otak mu,1,1,1,0,0,0,0,0,1,1,0,0
2495,pengguna pengguna neng itu bapak yang terhormat tidak pakai mulut kalau berbicara mohon maaf dia pakai,1,1,1,0,0,0,1,0,0,1,0,0
2496,pengguna pengguna ritual puasa tiap tanggal 10 muharam adalah tradisi yahudi di madinah waktu itu menyembelih kambing untuk bayi yang baru lahir adalah kebiasaan arab untuk mengekspresikan kebahagiaan datangnya anggota keluarga baru j,0,0,0,0,0,0,0,0,0,0,0,0
2497,gubernur indonesia kita ini pak pengguna memang woooow salah satu putra terbaik bangsa indonesia pribumi yang memang layak memimpin negeri ini semoga allah subhanahu wa taala melindungi meluruskan perjuangan demi tegakkan islam memajukan bangsa amp negara,0,0,0,0,0,0,0,0,0,0,0,0
2498,islam yang rahmatan lil alamin kristen yang cinta kasih hindu buddha konghucu yang penuh kedamaian semua agama ajarkan kebaikan pra khotbah,0,0,0,0,0,0,0,0,0,0,0,0
2499,pengguna gue sejak akil balig 17 tahun islam diperlakukan tidak adil gue bilang pernah kamu pernah bikin tidak adil umat islam,1,1,1,0,0,0,0,0,1,1,0,0
2500,ajak rakyat wisata ziarah dalam negeri jangan biarkan rakyat terus ditipu melakukan ziarah umrah haji,1,0,0,1,1,0,0,0,0,0,1,0
2501,pengguna pengguna mulut,1,1,1,0,0,0,1,0,0,1,0,0
2502,pengguna biasa prof rombongan intelligence quotient dangkal asal menguap saja,1,1,0,1,0,0,0,0,1,0,1,0
2503,pengguna aku anak ggggg,1,1,1,0,0,0,0,0,1,1,0,0
2504,menari cewek tidak bisa luwes cowok tidak bisa mengunci,0,1,0,0,0,0,0,0,0,0,0,0
2505,sudah enggak paham lagi deh sama otak,1,1,0,1,0,0,0,0,1,0,1,0
2506,pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna bubar,1,1,0,1,0,0,0,0,1,0,1,0
2507,agar dapat bekerja bersih jajaran kementerian agama harus tahu allah subhanahu wa taala menjanjikan rampasan bukan tuhan dan harus dibuang,1,0,0,1,1,0,0,0,0,0,1,0
2508,pengguna pengguna pengguna pengguna pengguna pengguna pengguna kira kira yang pantas jadi presiden 2019 siapa ya yang telanjang dada tidak ah karena pesimis 2019 tetap jokowi 2019 lanjut jokowi,0,0,0,0,0,0,0,0,0,0,0,0
2509,rlp yeoja cantik culik gue dong bawa ke rumah kamu gue menguntungkan kamu tar bisa puas nya teruskan bisa di sembelihkan diri kok,0,1,0,0,0,0,0,0,0,0,0,0
2510,radio republik indonesia banten siang ini komisi pemelihan umum pangkal pinang belum tetapkan dapat pilihan kepala daerah 2018,0,0,0,0,0,0,0,0,0,0,0,0
2511,ya allah jangan lah main main aku takut lah,0,0,0,0,0,0,0,0,0,0,0,0
2512,usir buddha dari tanah jawa,1,0,0,1,1,0,0,0,0,0,0,1
2513,yang mau lengserkan jok pasti lawan politiknya surat pemberitahuan tahunan susilo bambang yudhoyono prabowo hati thread starter partai keadilan sejahtera biasa bayarkan demo demo front pembela islam jangan takut pak jok rakyat tentara nasional indonesia pol bela jokowi ahok,1,0,0,1,0,0,0,0,1,0,1,0
2514,pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna,0,0,0,0,0,0,0,0,0,0,0,0
2515,pengguna tidak kok aku juga tidak mendukung secara agama haram dan secara sosial kurang baik tapi kalau ada yang di sekitar aku akunya juga tidak menjauh apalagi kalau itu teman cukup tau kalau bisa sih dirangkul biar pelan pelan bisa normal lagi,0,0,0,0,0,0,0,0,0,0,0,0
2516,askmf sedih enggak sih waktu orang orang meledeki dia tentang kita begitu dia jawab bocah,0,1,0,0,0,0,0,0,0,0,0,0
2517,pengguna tokoh tokoh agama yang berpolitik praktis dengan amp untuk identitas keagamaan untuk jabatan jabatan publik seperti presiden hingga lurah itu seperti di lingkungan agama buddha mengakui biksu tetapi makan daging amp minum minuman keras bahkan berkeluarga,1,0,0,1,1,0,0,0,0,0,1,0
2518,agus silvy tukang fitnah debat final pemilihan kepala daerah jakarta,1,0,1,0,0,0,0,0,1,1,0,0
2519,bahaya islam sudah terbukti lihat teroris islam isis dan lain lain pengguna di pandang dari sudut mana islam berbahaya,1,0,0,1,1,0,0,0,0,0,1,0
2520,rambut aku itu sebenarnya warnanya apa sih kadang oren kadang coklat muda kadang coklat,0,0,0,0,0,0,0,0,0,0,0,0
2521,manchester united mau kedatangan pemain asal arab biar berkah kayaknya kan sudah lambangnya dukung lagi jadinya harus diseimbangkan,0,1,0,0,0,0,0,0,0,0,0,0
2522,pengguna sumpaaah kayak kalau habis iya dilanjut olimpiade sama pagelaran budaya tidak siii wkwk,0,0,0,0,0,0,0,0,0,0,0,0
2523,pada waktu agama kristen mulai menguat sekitar timur tengah waktu byzantium mengakui eksistensi agama ini terbentuk organisasi masyarakat parabalani anggota parabalani umumnya pemuda pemuda dari kelompok rendah masyarakat tetapi fanatik kristen dan taat pada ulama mereka,0,0,0,0,0,0,0,0,0,0,0,0
2524,mungkin juga karena nama gue yang terkesan kristen banget kata orang orang tetapi ya kata ayah sih karena keren saja begitu secara ayah juga bergaul dilingkungan tionghoa,0,0,0,0,0,0,0,0,0,0,0,0
2525,rt pengguna saracen digunakan anies sandi untuk serang ahok masa sih iya apa iya banget uniform resource locator,1,0,1,0,0,0,0,0,1,1,0,0
2526,tantangan industri sawit budaya bakar lahan rawan penyimpangan,0,0,0,0,0,0,0,0,0,0,0,0
2527,rt pengguna ayo jaga keutuhan negara kesatuan republik indonesia tangkap penista agama stop kriminalisasi ulama uniform resource locator,1,0,1,0,1,0,0,0,0,0,0,1
2528,menganjing anjingkan senang dikatai anjing marah,1,1,1,0,0,0,0,0,1,1,0,0
2529,pengguna pengguna jangan sebarkan demi keamanan sejagat,0,0,0,0,0,0,0,0,0,0,0,0
2530,pengguna pengguna tidak begitu juga belum,1,1,1,0,0,0,0,0,1,1,0,0
2531,6 presiden pengguna juga menginginkan laporan dari jajaran terkait mengenai detail lain seperti persiapan infrastruktur transportasi lokasi pertandingan hingga kesiapan atlet indonesia yang akan berlaga di asian games 2018 jokowi pacu promosi asian games yu,0,0,0,0,0,0,0,0,0,0,0,0
2532,ganyang partai komunis indonesia perkumpulan keripik indonesia uniform resource locator,1,0,0,1,0,1,0,0,0,0,0,1
2533,orang ini akan terperosok bersama jokowi 2019 uniform resource locator,1,0,1,0,0,0,0,0,1,1,0,0
2534,rt pengguna akhirnya berhasil di kotak kotakan dibuat saling benci jaman susilo bambang yudhoyono tidak begini begini amat,1,0,1,0,0,0,0,0,1,1,0,0
2535,pengguna pengguna pengguna pengguna pengguna pengguna kristen katolik berbeda tradisi dengan kristen protestan mas di katolik tidak pakai musik musik band atau musik yang menghentak hentak tetapi kita menyikapi perbedaan dengan bijak di kristen advent juga ada,0,0,0,0,0,0,0,0,0,0,0,0
2536,rribantenpagiini diduga masalah ekonomi seorang guru sekolah dasar nekat gantung diri,0,0,0,0,0,0,0,0,0,0,0,0
2537,rt pengguna usir saja duta besarnya negara yang kristen saja sudah putus hubungan diplomatik,1,0,1,0,1,0,0,0,0,0,0,1
2538,pengguna pbb meminta dunia kumpulkan dana kemanusiaan rupiah 11 9 triliun untuk irak kamu kamu sebelum islam dibuang,1,0,0,1,1,0,0,0,0,0,1,0
2539,a pribadi yang bergairah bersemangat selalu berpikir optimis dan positif,0,0,0,0,0,0,0,0,0,0,0,0
2540,pengguna pengguna pemilihan umum sudah dekat semua jadi halal begitulah bekerja,0,0,0,0,0,0,0,0,0,0,0,0
2541,ini adalah keren habis,0,0,0,0,0,0,0,0,0,0,0,0
2542,pengguna yang namanya kapitalis memang sih dalam konteks apapun mending beli di warung warung kecil toko toko lusinan bisa mensejahterakan rakyat juga pertanyaan gue selanjutnya kamu masih ingat tidak sama gue haha,0,0,0,0,0,0,0,0,0,0,0,0
2543,ada orang orang terlahir dengan tubuh yang di sebut oleh kehidupan ini namun justru memiliki jiwa yang mengagumkan sebaliknya banyak orang yang hidup sehat justru jiwa di dalamnya sangat jauh dari kematangan dan kedewasaan,0,0,0,0,0,0,0,0,0,0,0,0
2544,ada yang tak pakai tudung tapi bagi nasihat tentang agama atau hal baik dengarlah nasihat walau dari seorang pelacur ambil yang baik dan buang yang buruk hitam tak semestinya kotor putih tak semestinya bersih,0,0,0,0,0,0,0,0,0,0,0,0
2545,saya enggak alim alim amat tapi juga enggak amat untuk melupakan bahwa dalam islam nikah itu juga soal meningkatkan kualitas ibadah dan membangun pranata bagi generasi penerus lah kalau alasannya direduksi jadi ketimbang zina memangnya i,0,0,0,0,0,0,0,0,0,0,0,0
